pos=(0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,),m=1988999999999999901909255192576.000000
pos=(57909000000.000000,0.000000,0.000000,0.000000,47360.000000,0.000000,),m=330110000000000013107200.000000
pos=(108209000000.000000,0.000000,0.000000,0.000000,35020.000000,0.000000,),m=4867500000000000349175808.000000
pos=(149596000000.000000,0.000000,0.000000,0.000000,29780.000000,0.000000,),m=5972400000000000121634816.000000
pos=(227923000000.000000,0.000000,0.000000,0.000000,24070.000000,0.000000,),m=641710000000000034078720.000000
pos=(778570000000.000000,0.000000,0.000000,0.000000,13000.000000,0.000000,),m=1898190000000000107831361536.000000
pos=(1433529000000.000000,0.000000,0.000000,0.000000,9680.000000,0.000000,),m=568340000000000030526144512.000000
pos=(2872463000000.000000,0.000000,0.000000,0.000000,6800.000000,0.000000,),m=86812999999999999595249664.000000
pos=(4495060000000.000000,0.000000,0.000000,0.000000,5430.000000,0.000000,),m=102413000000000007279214592.000000
pos=(-18236.943133,-6522.903338,21906.061551,-4903.422603,4742.627935,-4469.435913,),m=236155384631899815936.000000
pos=(-25843.637751,16198.439089,-30166.004868,-889.664090,-887.628973,1500.385756,),m=468588953913463734272.000000
pos=(-1667.890210,29717.728533,-26988.845867,-3650.869685,-224.729471,-3300.571124,),m=454625332748808552448.000000
pos=(-15679.364589,5238.097187,-17495.442167,4359.994768,-1640.951758,712.099152,),m=38490871733283094528.000000
pos=(-8946.033595,34598.483091,14110.037016,1759.927732,3279.196754,2629.345571,),m=913538128638425038848.000000
pos=(-6275.786299,3167.457345,-8634.884031,1943.795586,240.989870,209.980158,),m=220468396467374850048.000000
pos=(-3011.468729,46279.742846,8125.211419,-1670.155361,2078.576068,-1580.840571,),m=97817580599252860928.000000
pos=(1636.623010,46439.228205,37255.497178,1866.493941,-776.780870,-4936.411879,),m=29463197904388980736.000000
pos=(15072.340595,-33073.697650,-6758.930514,4189.415555,-3738.520103,2085.995365,),m=493902506058990288896.000000
pos=(8074.337131,35657.767898,-16897.732423,2008.734898,-830.394135,-3415.939179,),m=467228726496560807936.000000
pos=(-49886.042625,-6583.915957,-7587.091605,2624.799869,-1202.514333,76.708591,),m=316588084986707247104.000000
pos=(-46689.414930,-44361.334850,-33133.287720,969.556200,-799.335761,-779.634279,),m=739456263195470069760.000000
pos=(-37553.310063,-14353.126364,-42311.815774,111.039726,-1068.687768,-4359.744820,),m=143629212614907527168.000000
